% GPS_time week, GPS_time sec, az[rad], age[s]
2314, 121340.700, 4.203491801830716, 0.0
2314, 121340.750, 4.225707618767752, 0.0
2314, 121340.800, 4.232988114118871, 0.0
2314, 121340.850, 4.24071240725455, 0.0
2314, 121340.900, 4.24431185903919, 0.0
2314, 121340.950, 4.241984717448098, 0.0
2314, 121341.000, 4.243316544692551, 0.0
2314, 121341.050, 4.244693312203503, 0.0
2314, 121341.100, 4.24366590122535, 0.0
2314, 121341.150, 4.2379336572300375, 0.0
2314, 121341.200, 4.233151148047564, 0.0
2314, 121341.250, 4.233429706935336, 0.0
2314, 121341.300, 4.232043188088324, 0.0
2314, 121341.350, 4.226292281908103, 0.0
2314, 121341.400, 4.224159547042381, 0.0
2314, 121341.450, 4.222111285772597, 0.0
2314, 121341.500, 4.2195043828527865, 0.0
2314, 121341.550, 4.217473196422716, 0.0
2314, 121341.600, 4.215659149356185, 0.0
2314, 121341.650, 4.213240656820848, 0.0
2314, 121341.700, 4.211983528988091, 0.0
2314, 121341.750, 4.212079462629814, 0.0
2314, 121341.800, 4.213307215900411, 0.0
2314, 121341.850, 4.213086385111979, 0.0
2314, 121341.900, 4.215270720536973, 0.0
2314, 121341.950, 5.121131146170336, 4.1
2314, 121342.000, 5.121231084721842, 4.0
2314, 121342.050, 5.1214654588232085, 4.0
2314, 121342.100, 5.121748529558539, 3.9
2314, 121342.150, 5.12134543550332, 3.9
2314, 121342.200, 5.120719035944306, 3.9
2314, 121342.250, 5.120043902989519, 3.8
2314, 121342.300, 5.1203109488985525, 3.8
2314, 121342.350, 5.121105496101072, 3.8
2314, 121342.400, 5.120188127493069, 3.7
2314, 121342.450, 5.119882051631622, 3.7
2314, 121342.500, 5.119452995497919, 3.7
2314, 121342.550, 5.1199190887071335, 3.7
2314, 121342.600, 5.120693471319318, 3.6
2314, 121342.650, 5.120876593249206, 3.6
2314, 121342.700, 5.120681905280959, 3.6
2314, 121342.750, 5.120827939204125, 3.6
2314, 121342.800, 5.121565630377256, 3.6
2314, 121342.850, 5.122371060874462, 3.5
2314, 121342.900, 5.121645195607665, 3.5
2314, 121342.950, 5.120470861612452, 3.6
2314, 121343.000, 5.120436027466207, 3.7
2314, 121343.050, 5.119922849615681, 3.7
2314, 121343.100, 5.11905263635481, 3.8
2314, 121343.150, 5.118819473187115, 3.8
2314, 121343.200, 5.118450846563426, 3.9
2314, 121343.250, 5.117847073793949, 3.9
2314, 121343.300, 5.118104925410536, 3.9
2314, 121343.350, 5.117243850408176, 3.9
2314, 121343.400, 5.116208955718998, 3.9
2314, 121343.450, 5.115026048511364, 3.9
2314, 121343.500, 5.115164940471198, 3.9
2314, 121343.550, 5.116481956452686, 3.9
2314, 121343.600, 5.116395898156252, 3.9
2314, 121343.650, 5.115842661536321, 3.9
2314, 121343.700, 5.1149941852890235, 3.9
2314, 121343.750, 5.114983050003177, 3.9
2314, 121343.800, 5.11608922350894, 3.9
2314, 121343.850, 5.116039050542322, 3.9
2314, 121343.900, 5.115669313203827, 3.9
2314, 121343.950, 5.115816422672448, 3.9
2314, 121344.000, 5.11522566317739, 3.9
2314, 121344.050, 5.1147798787075365, 3.9
2314, 121344.100, 5.115037236004374, 4.0
2314, 121344.150, 5.115011630864278, 4.0
2314, 121344.200, 5.115344481581754, 4.0
2314, 121344.250, 5.115629016575637, 4.0
2314, 121344.300, 5.116122675328647, 4.0
2314, 121344.350, 5.1160004522148395, 4.0
2314, 121344.400, 5.116271610765423, 4.0
2314, 121344.450, 5.1166904479662065, 4.0
2314, 121344.500, 5.116506306795353, 4.0
2314, 121344.550, 5.117686107317983, 4.0
2314, 121344.600, 5.118372857774966, 4.0
2314, 121344.650, 5.119231086184049, 4.0
2314, 121344.700, 5.119231086184049, 4.0
2314, 121344.750, 5.118815091405688, 4.0
2314, 121344.800, 5.118731288086394, 4.0
2314, 121344.850, 5.118351812315208, 4.0
2314, 121344.900, 5.118143749417792, 4.0
2314, 121344.950, 5.117095588345161, 4.0
2314, 121345.000, 5.116564434414074, 4.0
2314, 121345.050, 5.117120231223691, 4.0
2314, 121345.100, 5.1174288124641905, 4.0
2314, 121345.150, 5.11800773459208, 4.0
2314, 121345.200, 5.118474127568778, 4.0
2314, 121345.250, 5.118805305667662, 4.0
2314, 121345.300, 5.119272306129641, 4.0
2314, 121345.350, 5.119174424334444, 4.0
2314, 121345.400, 5.118671278294343, 4.0
2314, 121345.450, 5.117723941744167, 4.0
2314, 121345.500, 5.117354618277142, 4.0
2314, 121345.550, 5.1171452769986105, 4.0
2314, 121345.600, 5.117231534688718, 4.0
2314, 121345.650, 5.1172316048783575, 4.1
2314, 121345.700, 5.117710800185881, 4.1
2314, 121345.750, 5.117784606872915, 4.1
2314, 121345.800, 5.117858027441576, 4.1
2314, 121345.850, 5.117280766669773, 4.1
2314, 121345.900, 5.116679310973847, 4.1
2314, 121345.950, 5.11654469692514, 4.1
2314, 121346.000, 5.116973909024534, 4.2
2314, 121346.050, 5.117158058250137, 4.2
2314, 121346.100, 5.116507409594288, 4.2
2314, 121346.150, 5.1168882538719345, 4.2
2314, 121346.200, 5.117526045055828, 4.3
2314, 121346.250, 5.117096774031555, 4.3
2314, 121346.300, 5.117501452262777, 4.4
2314, 121346.350, 5.116863844560269, 4.5
2314, 121346.400, 5.116323688260683, 4.5
2314, 121346.450, 5.116200270061624, 4.6
2314, 121346.500, 5.115474183817868, 4.7
2314, 121346.550, 5.114772410726506, 4.8
2314, 121346.600, 5.114233793594797, 4.9
2314, 121346.650, 5.114124033146454, 5.0
2314, 121346.700, 5.1148858705447156, 5.0
2314, 121346.750, 5.116310525150661, 5.1
2314, 121346.800, 5.117071708296342, 5.2
2314, 121346.850, 5.117650543554189, 5.3
2314, 121346.900, 5.1174902785041265, 5.4
2314, 121346.950, 5.117317742081108, 5.5
2314, 121347.000, 5.116603368475502, 5.6
2314, 121347.050, 5.116320270462335, 5.7
2314, 121347.100, 5.115618718338696, 5.7
2314, 121347.150, 5.114805554681439, 5.8
2314, 121347.200, 5.113547095800815, 5.9
2314, 121347.250, 5.111858360975855, 6.0
2314, 121347.300, 5.111057113032492, 6.1
2314, 121347.350, 5.110747490133308, 6.1
2314, 121347.400, 5.110013506549134, 6.2
2314, 121347.450, 5.109233544676258, 6.3
2314, 121347.500, 5.107440484724552, 6.3
2314, 121347.550, 5.105841257789583, 6.4
2314, 121347.600, 5.105529685721591, 6.5
2314, 121347.650, 5.1054427590981355, 6.6
2314, 121347.700, 5.106840310766913, 6.6
2314, 121347.750, 5.1078086900092465, 6.7
2314, 121347.800, 5.109309322838998, 6.7
2314, 121347.850, 5.1110751725700325, 6.8
2314, 121347.900, 5.111816205679004, 5.3
2314, 121347.950, 5.11313416987007, 5.4
2314, 121348.000, 5.113858399137684, 5.4
2314, 121348.050, 5.114203550317462, 5.5
2314, 121348.100, 5.114438571923686, 5.5
2314, 121348.150, 5.114895251545057, 5.6
2314, 121348.200, 5.1146367342159245, 5.7
2314, 121348.250, 5.1149558474335635, 5.7
2314, 121348.300, 5.115730227684456, 5.8
2314, 121348.350, 5.116308447316866, 5.8
2314, 121348.400, 5.117526920510955, 5.9
2314, 121348.450, 5.117674467436833, 5.9
2314, 121348.500, 5.118154021475165, 6.0
2314, 121348.550, 5.118399320686712, 6.0
2314, 121348.600, 5.118816184509751, 6.1
2314, 121348.650, 5.118693281851463, 6.1
2314, 121348.700, 5.118718271054897, 6.2
2314, 121348.750, 5.119430878234025, 6.2
2314, 121348.800, 5.1187552569017, 6.2
2314, 121348.850, 5.117833694057056, 6.3
2314, 121348.900, 5.117329881377133, 6.3
2314, 121348.950, 5.117243955498826, 6.4
2314, 121349.000, 5.117378984024464, 6.4
2314, 121349.050, 5.117121032076304, 6.5
